review_id,text_norm,category,product_name,absa_labels
12287,warna dengan ukuran sesuai deskripsi pengiriman standart kualitas barang bagus sesuai ekspektasi pelayanan toko bagus jam datang jarum detail lepas dengan chat ke seller biasa diretur atau diganti baru rekomendasi Ã° Â¹Ã°,fashion,Jam Tangan Pria Columbia Black CA003-01,"[
{""aspect"": ""Sesuai Deskripsi"", ""opinion_span"": ""warna dengan ukuran sesuai deskripsi"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Pengiriman"", ""opinion_span"": ""pengiriman standart"", ""sentiment"": ""neu"", ""sent_id"": 0},
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""kualitas barang bagus sesuai ekspektasi"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Pelayanan Penjual"", ""opinion_span"": ""pelayanan toko bagus"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Lainnya"", ""opinion_span"": ""jam datang jarum detail lepas"", ""sentiment"": ""neg"", ""sent_id"": 0}
]"
15066,barang susah diterima dengan baik Ã°,elektronik,USB HUB 4 port USB 3.0 / USB HUB 3.0 &#40;4port&#41; DIGIGEAR HIGH QUALITY,"[
{""aspect"": ""Lainnya"", ""opinion_span"": ""barang susah diterima dengan baik"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
22943,pengiriman cepat packing rapi deskripsi sesuai,elektronik,SANDISK FLASHDISK 32GB / SANDISK CRUZER SWITCH-EDGE-BLADE 32GB,"[
{""aspect"": ""Pengiriman"", ""opinion_span"": ""pengiriman cepat"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Kemasan Barang"", ""opinion_span"": ""packing rapi"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Sesuai Deskripsi"", ""opinion_span"": ""deskripsi sesuai"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
1273,produk bagus susah dicoba untuk kayu yang lunak pas untuk kayu yang kemas kurang pas seller bagus cepat rekomen,pertukangan,Isi Staples Gun 10mm &#40;3/8&#34;&#41; LICOTA,"[
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""produk bagus"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""pas untuk kayu yang lunak"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Kemasan Barang"", ""opinion_span"": ""kemas kurang pas"", ""sentiment"": ""neg"", ""sent_id"": 0},
{""aspect"": ""Pelayanan Penjual"", ""opinion_span"": ""seller bagus cepat"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
7868,it 39 s a baik looking jacket increase the handsome level of the person who wears it terima kasih,fashion,"Eiger 1989 Voyager Jacket - Black - Hitam, M","[
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""baik looking jacket"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
4594,sesuai dengan yang ditawarkan dengan gambar,handphone,Xiaomi Redmi Note 4 &#40; Pro / 4X &#41; Snapdragon 625 3/32 Resmi TAM - Gold,"[
{""aspect"": ""Sesuai Deskripsi"", ""opinion_span"": ""sesuai dengan yang ditawarkan dengan gambar"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
25699,barang sesuai pesanan kualitas barang bagus kemasan baik pengiriman sedikit lambat,olahraga,Matras Yoga / Yoga Mat RRT,"[
{""aspect"": ""Sesuai Deskripsi"", ""opinion_span"": ""barang sesuai pesanan"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""kualitas barang bagus"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Kemasan Barang"", ""opinion_span"": ""kemasan baik"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Pengiriman"", ""opinion_span"": ""pengiriman sedikit lambat"", ""sentiment"": ""neg"", ""sent_id"": 0}
]"
5048,respon cepat dengan pengiriman juga cepat cuma lom di coba,handphone,VGEN MEMORY MICRO SD 16GB TURBO SERIES CLASS 10 100MB/S #BC002,"[
{""aspect"": ""Pelayanan Penjual"", ""opinion_span"": ""respon cepat"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Pengiriman"", ""opinion_span"": ""pengiriman juga cepat"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
13586,kualitas barang bagus dengan sangat memuaskan,elektronik,CONVERTER MINI DP TO HDMI / MINI DISPLAY PORT TO HDMI,"[
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""kualitas barang bagus"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
23829,packing sudah sampai cepat respon dan kualitas sesuai mantap gan,olahraga,Celana Training Stopper Bahan Parasut/Despo Ukuran XL,"[
{""aspect"": ""Pengiriman"", ""opinion_span"": ""sudah sampai"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Pelayanan Penjual"", ""opinion_span"": ""cepat respon"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""kualitas sesuai mantap"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
5282,barang sampai sesuai pesanan saya suka terima kasih,handphone,&#40;EH137&#41; Gantungan Kunci Siul Whistle Key Finder / Gantungan Kunci Siul,"[
{""aspect"": ""Pengiriman"", ""opinion_span"": ""barang sampai"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Sesuai Deskripsi"", ""opinion_span"": ""sesuai pesanan"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""saya suka"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
13574,lumayan meski murah tapi biasa kepake untuk multy media main men resolum arkeos multi screen pada mac book i7 tengkyu multy komputer,elektronik,CONVERTER MINI DISPLAY PORT TO VGA &#40;FOR MAC BOOK&#41;,"[
{""aspect"": ""Harga Barang"", ""opinion_span"": ""meski murah"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""lumayan tapi biasa kepake"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
7753,bagus banget suka banget,fashion,"AliveLoveArts Azalea Cream Fashion Wanita Shoes Heels Termurah - , 41","[
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""bagus banget suka banget"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
6157,terima kasih kasih barang susah retur diganti dengan yang baru,handphone,Headset Bluetooth Mini S530 - Micro Sport Stereo Bluetooth Earphone,"[
{""aspect"": ""Pelayanan Penjual"", ""opinion_span"": ""barang susah retur diganti dengan yang baru"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
2103,lumayan baik lanjutkan,fashion,Sepatu Casual Kets Sport Nike MD Runner / Waffle Trainer Hitam Putih,"[
{""aspect"": ""Lainnya"", ""opinion_span"": ""lumayan baik lanjutkan"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
8964,produk baterai memang bagus banget,fashion,"BATA Sandal Wanita DORIA Coklat Muda - 6613500 - Cokelat Muda, 36","[
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""produk baterai memang bagus banget"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
14589,barang susah sampai sesuai pesanan terima kasih bos respon cepat nya,elektronik,Konektor RJ45 AMP / Connector RJ 45 AMP Per Pack Isi 50pcs,"[
{""aspect"": ""Pengiriman"", ""opinion_span"": ""barang susah sampai"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Sesuai Deskripsi"", ""opinion_span"": ""sesuai pesanan"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Pelayanan Penjual"", ""opinion_span"": ""respon cepat nya"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
3900,susah mendarat dengan aman,handphone,NOKIA 130 dual sim handphone hp,"[
{""aspect"": ""Pengiriman"", ""opinion_span"": ""susah mendarat dengan aman"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
24547,kualitas barang bagus respon seller cepat pengiriman kilat bagus,olahraga,Handwrap Bandage 4.5 mtr Muay Thai MMA Boxing Glove Sarung Tinju,"[
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""kualitas barang bagus"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Pelayanan Penjual"", ""opinion_span"": ""respon seller cepat"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Pengiriman"", ""opinion_span"": ""pengiriman kilat"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
27000,bagus kualitas oke sesuai harapan harga bersaing cepat service shipping kalau biasa ditambahkan option ekspedisi selain jne makin bagus deh packing rapi rekomen seller terima kasih ya warung,olahraga,Bending Tangan / kaki 5 kg perpasang Kettler Ankle / Wrist Weight,"[
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""bagus kualitas oke sesuai harapan"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Harga Barang"", ""opinion_span"": ""harga bersaing"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Pelayanan Penjual"", ""opinion_span"": ""service cepat"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Pengiriman"", ""opinion_span"": ""shipping cepat"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Kemasan Barang"", ""opinion_span"": ""packing rapi"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
11356,barang susah sampai dengan sesuai dengan pesanan,fashion,jam tangan pria Biden fashion analog bisnis pita jala - Biru,"[
{""aspect"": ""Pengiriman"", ""opinion_span"": ""barang susah sampai"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Sesuai Deskripsi"", ""opinion_span"": ""sesuai dengan pesanan"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
18736,respon seller Ã° walau garansi distributor tapi barang bagus,elektronik,Tenda F3 Wireless Router+Extender+Access Point WIFI REPEATER NEW FH303,"[
{""aspect"": ""Pelayanan Penjual"", ""opinion_span"": ""respon seller"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""barang bagus"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
4579,mantap cepat sekali semoga awet,handphone,Xiaomi Redmi Note 4 &#40; Pro / 4X &#41; Snapdragon 625 3/32 Resmi TAM - Gold,"[
{""aspect"": ""Pengiriman"", ""opinion_span"": ""cepat sekali"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
11325,sangat puas produk sesuai dalam kirim cepat terima kasih,fashion,jam tangan pria Biden fashion analog bisnis pita jala - Biru,"[
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""sangat puas produk"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Sesuai Deskripsi"", ""opinion_span"": ""produk sesuai"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Pengiriman"", ""opinion_span"": ""kirim cepat"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
6980,sesuai deskripsi dengan gambar go green mantap,handphone,LCD Writing Tablet Board 8.5 inch Papan Tulis LCD Digital,"[
{""aspect"": ""Sesuai Deskripsi"", ""opinion_span"": ""sesuai deskripsi dengan gambar"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
25673,pesanan sesuai yang diharapkan,olahraga,Matras Yoga / Yoga Mat RRT,"[
{""aspect"": ""Sesuai Deskripsi"", ""opinion_span"": ""pesanan sesuai yang diharapkan"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
14802,barang semoga awet selebihnya bagus barang,elektronik,Mouse wireless / Bluetooth Airmouse Alcatroz by Powerlogic Resmi murah,"[
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""selebihnya bagus barang"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
8112,barang bagus packing aman puas banget terima kasih kasih,fashion,Exsport Zipper Color Citypack - Pink,"[
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""barang bagus"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Kemasan Barang"", ""opinion_span"": ""packing aman"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
10192,1 packing dapat 3 kaos kaki tapi ukurannya berbeda2 iklan yang kecil iklan yang besar warna juga berbeda dengan di foto,fashion,Kaos kaki 3pcs/pack Prewalker baby anak bahan Import Tamagoo TOT,"[
{""aspect"": ""Sesuai Deskripsi"", ""opinion_span"": ""ukurannya berbeda2 iklan yang kecil iklan yang besar"", ""sentiment"": ""neg"", ""sent_id"": 0},
{""aspect"": ""Sesuai Deskripsi"", ""opinion_span"": ""warna juga berbeda dengan di foto"", ""sentiment"": ""neg"", ""sent_id"": 0},
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""ukuran berbeda2"", ""sentiment"": ""neg"", ""sent_id"": 0}
]"
12487,terima kasih kasih sesuai pesanan rekomen seller,fashion,Jam Tangan Pria Timex Weekender - TW2P71300,"[
{""aspect"": ""Sesuai Deskripsi"", ""opinion_span"": ""sesuai pesanan"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Pelayanan Penjual"", ""opinion_span"": ""rekomen seller"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
14838,bekerja dengan baik mantap,elektronik,Mouse wireless / Bluetooth Airmouse Alcatroz by Powerlogic Resmi murah,"[
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""bekerja dengan baik mantap"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
17670,hasil maksimal barang cepat sampai dengan no fake,elektronik,Switch HUB TP LINK 5 Port TL-SF1005D 10/100Mbps Network Lan Internet,"[
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""hasil maksimal"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""no fake"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Pengiriman"", ""opinion_span"": ""barang cepat sampai"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
6528,respon dengan pengiriman cepat rekomendasi banget barang oke,handphone,Audio Splitter Jack 3.5mm male to dual female 2in1 Kabel Audio &amp; Audio,"[
{""aspect"": ""Pelayanan Penjual"", ""opinion_span"": ""respon"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Pengiriman"", ""opinion_span"": ""pengiriman cepat"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""barang oke"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
14961,produk bagus meskipun harga murah,elektronik,Mouse wireless / Bluetooth Airmouse Alcatroz by Powerlogic Resmi murah,"[
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""produk bagus"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Harga Barang"", ""opinion_span"": ""meskipun harga murah"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
9856,sepatu sesuai gambar jadi bagus dan rapi bagus sudah pokoknya,fashion,Sepatu Boots Bayi Laki-laki Tamagoo-Tommy Black Baby Shoes Murah - 0-3 Bulan,"[
{""aspect"": ""Sesuai Deskripsi"", ""opinion_span"": ""sepatu sesuai gambar"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""bagus dan rapi"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
17068,mantap deh barang bagus,elektronik,Crimping Tool RJ45 RJ11 Tang Krimping Tools RJ 45,"[
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""mantap deh barang bagus"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
6047,sesuai dengan deskripsi cuma respon e lambat dari tgl 12 sampai tgl 16,handphone,Headset Bluetooth Mini S530 - Micro Sport Stereo Bluetooth Earphone,"[
{""aspect"": ""Sesuai Deskripsi"", ""opinion_span"": ""sesuai dengan deskripsi"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Pelayanan Penjual"", ""opinion_span"": ""respon e lambat dari tgl 12 sampai tgl 16"", ""sentiment"": ""neg"", ""sent_id"": 0}
]"
8388,dari pesanan sampai pengiriman membutuhkan waktu cukup lama sampai 3 hari baru di kirim packing selama itu mungkin pesanan banyak tapi merchant lain pun sama seperti padahal kalau di lihat dari tracknya sehari aja sudah sampai barang yang barang saya pesan normal diterima 1 2 hari ini biasa seminggu,fashion,"Sepatu Pria Sneakers / School North Star ROVER - 8896032 - Hitam, 39","[
{""aspect"": ""Pengiriman"", ""opinion_span"": ""membutuhkan waktu cukup lama sampai 3 hari baru di kirim"", ""sentiment"": ""neg"", ""sent_id"": 0},
{""aspect"": ""Pengiriman"", ""opinion_span"": ""normal diterima 1 2 hari ini biasa seminggu"", ""sentiment"": ""neg"", ""sent_id"": 0}
]"
6915,barang mantap cepat dengan sesuai deskripsi terima kasih gan,handphone,Speaker Bluetooth Mini JBL T5 Wireless Music,"[
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""barang mantap"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Pengiriman"", ""opinion_span"": ""cepat"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Sesuai Deskripsi"", ""opinion_span"": ""sesuai deskripsi"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
15620,produk mantap kabel oke dengan biarpun dari plastik terasa kokoh dengan sesuai dengan deskripsi overall everything bagus,elektronik,USB HUB 4 port USB 3.0 / USB HUB 3.0 &#40;4port&#41; DIGIGEAR HIGH QUALITY,"[
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""produk mantap kabel oke"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""terasa kokoh"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Sesuai Deskripsi"", ""opinion_span"": ""sesuai dengan deskripsi"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
9121,bagus dengan murah pengiriman juga oke,fashion,"BATA Sandal Wanita PISA PASHA - 5616550 - Hitam, 36","[
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""bagus"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Harga Barang"", ""opinion_span"": ""murah"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Pengiriman"", ""opinion_span"": ""pengiriman juga oke"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
7169,oke bos barang sudah sampai tapi lom dicoba,handphone,LCD TOUCHSCREEN HUAWEI GR5 GR 5 KII L22 ORIGINAL NEW,"[
{""aspect"": ""Pengiriman"", ""opinion_span"": ""barang sudah sampai"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
20353,yang ini bagus berfungsi dengan baik semoga awet ya bos,elektronik,Adaptor Charger Original Asus A456 A456U~19V 3.42A &#40;4.0mm*1.35mm&#41;,"[
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""bagus berfungsi dengan baik"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
21550,mantap rapi packing ngirimnya juga cepat,elektronik,TINTA / CATRIDGE HP 678 BLACK / COLOR ORIGINAL 100%,"[
{""aspect"": ""Kemasan Barang"", ""opinion_span"": ""mantap rapi packing"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Pengiriman"", ""opinion_span"": ""ngirimnya juga cepat"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
6464,kipasnya bikin seller,handphone,&#40;DC014&#41; Kipas angin micro usb / Kipas Micro Usb &#40;langsung di HP&#41;,"[
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""kipasnya"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
2427,sip mantap terima kasih atas pelayanan packing yang baik barang baik kapan mo pesan yang besar terima kasih,elektronik,Lemari RAK KOMPONEN Elektronik Grosir dan Ecer &#40;Sinar Indah Produk&#41;,"[
{""aspect"": ""Pelayanan Penjual"", ""opinion_span"": ""pelayanan packing yang baik"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Kemasan Barang"", ""opinion_span"": ""packing yang baik"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""barang baik"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
8488,sepatu pas sampai ragu kalau beli sepatu online haha untungnya yang ini sesuai terima kasih ya,fashion,Sepatu Bata Tracy Black - 5516471,"[
{""aspect"": ""Sesuai Deskripsi"", ""opinion_span"": ""sesuai"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""sepatu pas"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
24016,barang sesuai deskripsi kualitas sesuai harga,olahraga,Celana Panjang Jogger Bahan Parasut/Despo,"[
{""aspect"": ""Sesuai Deskripsi"", ""opinion_span"": ""barang sesuai deskripsi"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""kualitas sesuai harga"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Harga Barang"", ""opinion_span"": ""sesuai harga"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
6770,very bagus bagus service cepat delivery courier pokoknya puas later i will buy lagi at haha terima kasih you very much,handphone,Headset/Earphone bluetooth i7S TWS 4.2 AIRPODS WITH CHARGING CASE,"[
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""very bagus bagus"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Pelayanan Penjual"", ""opinion_span"": ""service cepat"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Pengiriman"", ""opinion_span"": ""delivery courier"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
26814,produk oke packing oke komunikasi dengan penjual oke terima kasih,olahraga,Kacamata Renang Speedo Junior Anak Anak,"[
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""produk oke"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Kemasan Barang"", ""opinion_span"": ""packing oke"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Pelayanan Penjual"", ""opinion_span"": ""komunikasi dengan penjual oke"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
2450,terima kasih Ã° Ã° Ã° Ã° Ã° Ã°,elektronik,Alfalink EI 16 S - Kamus Elektronik,"[
{""aspect"": ""Lainnya"", ""opinion_span"": ""terima kasih"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
23276,packing sesuai deskripsi pengiriman cepat,elektronik,TINTA EPSON 774 BLACK / T7741 ORIGINAL 100%,"[
{""aspect"": ""Kemasan Barang"", ""opinion_span"": ""packing sesuai"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Pengiriman"", ""opinion_span"": ""pengiriman cepat"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
12299,barang sesuai pesanan simple dengan elegan pengiriman cepat,fashion,Jam Tangan Pria Columbia Black CA003-01,"[
{""aspect"": ""Sesuai Deskripsi"", ""opinion_span"": ""barang sesuai pesanan"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Kualitas Barang"", ""opinion_span"": ""simple dengan elegan"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Pengiriman"", ""opinion_span"": ""pengiriman cepat"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
23527,alhamdulillah susah sampai packing nya,fashion,"Hem Panjang Pria Katun Putih LNG 1682 - Putih, M","[
{""aspect"": ""Pengiriman"", ""opinion_span"": ""alhamdulillah susah sampai"", ""sentiment"": ""pos"", ""sent_id"": 0},
{""aspect"": ""Kemasan Barang"", ""opinion_span"": ""packing nya"", ""sentiment"": ""pos"", ""sent_id"": 0}
]"
